               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  52,             0.04012,           0.0064193,            0.058526,             0.56768,             0.37645,             0.14438,            0.080073,            0.033144,           0.0061639,            0.065727,           0.0094215,           0.0094215,           0.0094215
                  53,            0.037741,           0.0062928,            0.054745,             0.65827,             0.31692,             0.14464,             0.10217,            0.033369,           0.0060182,            0.065662,           0.0094215,           0.0094215,           0.0094215
                  54,            0.041608,           0.0065907,            0.057355,             0.63179,             0.34596,             0.15213,             0.10703,            0.031716,           0.0061042,            0.065679,           0.0093996,           0.0093996,           0.0093996
                  55,            0.035321,           0.0065971,            0.055543,             0.60896,             0.39192,             0.17067,             0.12238,            0.030724,           0.0061241,            0.065322,           0.0093773,           0.0093773,           0.0093773
                  56,            0.037962,           0.0060829,            0.057346,             0.58919,              0.3654,             0.14936,             0.10213,            0.030741,           0.0058959,            0.065671,           0.0093547,           0.0093547,           0.0093547
                  57,            0.037096,           0.0061172,            0.056629,             0.59381,             0.38337,             0.15049,             0.10976,            0.029229,           0.0060209,            0.064396,           0.0093317,           0.0093317,           0.0093317
                  58,            0.035873,           0.0061847,            0.058147,             0.60926,                0.39,             0.15908,             0.11212,            0.028688,           0.0059744,            0.064119,           0.0093083,           0.0093083,           0.0093083
                  59,            0.035211,           0.0059007,               0.056,             0.60455,             0.37223,             0.16559,             0.11542,            0.027581,           0.0057179,            0.064264,           0.0092846,           0.0092846,           0.0092846
                  60,            0.033427,           0.0058249,            0.057242,             0.64468,             0.34876,             0.17161,             0.12552,            0.027687,           0.0057664,             0.06394,           0.0092605,           0.0092605,           0.0092605
                  61,            0.035095,           0.0060838,            0.055151,             0.58222,             0.36689,             0.14522,             0.10164,            0.029107,           0.0061808,            0.065329,           0.0092361,           0.0092361,           0.0092361
                  62,            0.033207,           0.0064327,            0.054383,             0.61346,             0.36758,             0.16312,             0.11294,             0.02892,           0.0058112,             0.06367,           0.0092113,           0.0092113,           0.0092113
                  63,            0.033166,           0.0058071,            0.055882,             0.61064,             0.38208,             0.16245,             0.11681,            0.027095,           0.0056842,            0.064184,           0.0091861,           0.0091861,           0.0091861
                  64,            0.034041,           0.0059953,            0.054083,             0.44521,             0.44678,             0.16439,             0.11621,            0.027972,            0.005801,            0.063986,           0.0091606,           0.0091606,           0.0091606
                  65,            0.031966,           0.0059837,            0.051515,             0.69732,             0.27661,             0.19015,             0.13872,            0.028771,           0.0055643,            0.063178,           0.0091348,           0.0091348,           0.0091348
                  66,            0.033467,           0.0057474,             0.05381,               0.503,             0.42748,             0.18913,             0.13596,            0.027685,           0.0056597,            0.062891,           0.0091086,           0.0091086,           0.0091086
                  67,            0.034115,           0.0059707,            0.055003,             0.72156,             0.25546,             0.20291,             0.14493,            0.027459,           0.0060561,            0.063322,           0.0090821,           0.0090821,           0.0090821
                  68,            0.032172,           0.0062301,            0.054498,              0.5179,             0.42647,             0.19665,             0.13033,             0.02922,            0.005742,             0.06218,           0.0090552,           0.0090552,           0.0090552
                  69,            0.033255,           0.0060404,             0.05517,             0.52982,             0.40474,              0.1931,             0.14102,            0.029359,           0.0056864,            0.062489,            0.009028,            0.009028,            0.009028
                  70,            0.031507,           0.0060809,            0.052743,             0.44286,             0.46345,             0.19964,             0.14831,            0.025481,           0.0057103,             0.06225,           0.0090004,           0.0090004,           0.0090004
                  71,            0.031667,           0.0057863,            0.053041,              0.3747,             0.56069,             0.20692,             0.15559,            0.028624,           0.0053683,            0.061379,           0.0089726,           0.0089726,           0.0089726
