               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  55,            0.010178,           0.0022479,            0.010472,             0.59744,               0.579,             0.57997,             0.50304,           0.0069527,           0.0018125,            0.012962,           0.0016155,           0.0016155,           0.0016155
                  56,             0.01027,           0.0022633,            0.010466,             0.59808,             0.57488,             0.58698,             0.50496,           0.0069641,           0.0017953,            0.012529,           0.0015717,           0.0015717,           0.0015717
                  57,            0.010037,           0.0021958,            0.010908,             0.53569,              0.6144,             0.59087,              0.5087,           0.0073055,            0.001829,             0.01206,           0.0015282,           0.0015282,           0.0015282
                  58,            0.010075,           0.0023443,            0.010391,             0.46413,             0.67563,             0.58109,             0.49696,           0.0071327,           0.0018016,            0.012319,           0.0014849,           0.0014849,           0.0014849
                  59,            0.010377,           0.0022566,            0.011056,             0.52286,             0.62933,             0.60425,             0.52177,           0.0071931,           0.0018299,            0.012226,           0.0014418,           0.0014418,           0.0014418
                  60,            0.010468,           0.0022167,            0.010479,             0.60909,             0.57538,             0.61369,             0.53411,           0.0071869,            0.001768,             0.01217,           0.0013992,           0.0013992,           0.0013992
                  61,           0.0098436,           0.0022599,            0.010466,             0.61344,              0.5396,             0.61285,             0.52589,           0.0073429,           0.0018011,            0.012366,           0.0013569,           0.0013569,           0.0013569
                  62,           0.0096014,           0.0020361,            0.010952,             0.51205,             0.60842,             0.57078,             0.48996,           0.0069284,           0.0017758,            0.012568,           0.0013151,           0.0013151,           0.0013151
                  63,           0.0094852,           0.0021819,            0.010125,             0.63491,             0.56922,             0.61731,             0.52823,           0.0071346,           0.0017675,            0.011878,           0.0012737,           0.0012737,           0.0012737
                  64,            0.010097,           0.0023539,            0.010436,              0.5918,             0.61348,             0.61728,             0.53564,           0.0070447,           0.0017673,            0.011778,           0.0012328,           0.0012328,           0.0012328
                  65,            0.010436,           0.0022947,            0.010535,             0.56237,             0.62053,             0.60974,             0.52394,           0.0071945,           0.0017847,            0.011917,           0.0011925,           0.0011925,           0.0011925
                  66,            0.010027,           0.0023874,            0.010027,             0.54684,             0.61748,             0.59668,             0.51667,            0.007083,           0.0018039,            0.012086,           0.0011528,           0.0011528,           0.0011528
                  67,            0.010084,           0.0022617,            0.010833,             0.59549,             0.58846,             0.60153,             0.52139,           0.0069516,            0.001771,            0.011986,           0.0011137,           0.0011137,           0.0011137
                  68,           0.0098439,           0.0020553,            0.010294,             0.58208,             0.62032,             0.61653,             0.53419,           0.0070219,           0.0017471,            0.011851,           0.0010753,           0.0010753,           0.0010753
                  69,           0.0094434,           0.0021648,            0.010287,             0.69769,             0.52038,             0.62166,             0.53615,           0.0069687,           0.0017554,            0.011973,           0.0010376,           0.0010376,           0.0010376
                  70,            0.010252,           0.0022314,            0.011228,             0.59159,             0.61239,             0.62428,             0.54346,           0.0069909,           0.0017408,            0.011672,           0.0010006,           0.0010006,           0.0010006
                  71,             0.01015,           0.0022699,            0.010311,             0.59975,             0.60533,             0.61039,             0.52905,           0.0070664,           0.0017285,            0.011729,           0.0009644,           0.0009644,           0.0009644
                  72,           0.0096657,           0.0021803,            0.010508,             0.57624,             0.61894,               0.615,             0.53209,            0.007141,           0.0017472,            0.011803,          0.00092903,          0.00092903,          0.00092903
                  73,           0.0094866,           0.0022277,           0.0099347,             0.67622,             0.54306,             0.61362,             0.52943,           0.0070047,           0.0017315,            0.011834,          0.00089451,          0.00089451,          0.00089451
                  74,           0.0097983,           0.0022433,            0.010706,             0.70613,             0.54523,             0.61462,             0.53088,           0.0070636,           0.0017387,            0.011719,          0.00086087,          0.00086087,          0.00086087
                  75,           0.0092492,           0.0021058,              0.0099,             0.71825,             0.54038,             0.61916,              0.5391,           0.0070962,           0.0017325,            0.011978,          0.00082816,          0.00082816,          0.00082816
                  76,           0.0095279,           0.0020933,             0.01027,             0.68712,             0.53397,             0.61862,             0.53416,           0.0069421,           0.0017282,            0.011876,          0.00079639,          0.00079639,          0.00079639
                  77,            0.009199,            0.002144,           0.0098905,             0.64657,              0.5526,             0.59859,             0.52413,           0.0069294,           0.0017235,            0.011792,          0.00076561,          0.00076561,          0.00076561
                  78,           0.0095692,           0.0022024,           0.0096386,             0.60771,             0.59557,              0.6075,             0.53122,           0.0069938,           0.0017055,            0.011696,          0.00073584,          0.00073584,          0.00073584
                  79,           0.0098762,           0.0021054,            0.010099,             0.58831,             0.61197,             0.61198,             0.53417,           0.0069386,           0.0016985,            0.011786,          0.00070712,          0.00070712,          0.00070712
                  80,           0.0096107,           0.0022536,           0.0099245,             0.61494,             0.56584,             0.60157,             0.52131,           0.0070546,           0.0017119,            0.011839,          0.00067946,          0.00067946,          0.00067946
                  81,           0.0097882,           0.0020789,            0.010015,              0.5888,             0.58291,             0.59469,             0.51942,           0.0069109,           0.0016974,            0.011672,           0.0006529,           0.0006529,           0.0006529
                  82,            0.010215,           0.0023172,            0.010543,             0.58487,             0.58251,             0.59989,             0.52473,           0.0069713,           0.0017046,            0.011609,          0.00062747,          0.00062747,          0.00062747
                  83,           0.0090457,           0.0020359,            0.010064,              0.6112,             0.59498,             0.59988,             0.52303,           0.0069954,           0.0017004,            0.011592,          0.00060319,          0.00060319,          0.00060319
                  84,           0.0095744,           0.0022614,            0.010219,             0.64064,             0.56386,             0.60477,             0.52633,           0.0068846,           0.0017042,            0.011575,          0.00058008,          0.00058008,          0.00058008
                  85,           0.0095608,           0.0021882,            0.010261,             0.58219,             0.59053,             0.60402,             0.52213,           0.0070859,            0.001702,            0.011659,          0.00055816,          0.00055816,          0.00055816
                  86,            0.010058,           0.0020909,            0.010911,             0.55548,             0.61961,             0.60291,             0.51726,           0.0070747,           0.0017082,            0.011796,          0.00053746,          0.00053746,          0.00053746
                  87,           0.0093816,           0.0020099,           0.0097036,             0.56823,             0.59202,             0.59735,              0.5146,           0.0070472,           0.0016918,            0.011991,            0.000518,            0.000518,            0.000518
