               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 135,            0.025886,           0.0049479,            0.038277,             0.66368,             0.46038,             0.44785,             0.35022,             0.02025,           0.0039435,            0.041595,           0.0066671,           0.0066671,           0.0066671
                 136,            0.026155,           0.0047339,            0.036888,             0.63601,             0.48253,             0.45707,              0.3644,            0.019646,            0.003842,             0.04224,           0.0066257,           0.0066257,           0.0066257
                 137,            0.026485,           0.0046781,            0.036923,             0.58275,             0.51861,             0.46052,             0.36785,            0.020895,           0.0040166,            0.041005,           0.0065843,           0.0065843,           0.0065843
                 138,            0.026156,           0.0045727,            0.036001,              0.5349,             0.57535,             0.48448,              0.3987,            0.020528,           0.0038636,              0.0412,           0.0065429,           0.0065429,           0.0065429
                 139,            0.026101,           0.0046119,            0.036976,             0.63573,              0.5187,             0.46877,             0.38519,                0.02,           0.0038791,            0.040837,           0.0065013,           0.0065013,           0.0065013
                 140,            0.024722,            0.004552,            0.034336,             0.62311,             0.50123,             0.45043,             0.36752,            0.019837,           0.0039297,            0.040279,           0.0064597,           0.0064597,           0.0064597
                 141,            0.024774,           0.0045383,            0.035255,             0.51996,             0.56422,             0.45901,             0.37523,            0.018331,           0.0039284,            0.040114,           0.0064181,           0.0064181,           0.0064181
                 142,            0.026081,           0.0045387,            0.035468,             0.55068,             0.53906,              0.4411,              0.3511,            0.022044,           0.0039691,            0.040086,           0.0063764,           0.0063764,           0.0063764
                 143,            0.028164,           0.0045622,            0.036622,             0.55412,             0.54107,             0.48611,             0.38984,            0.021267,           0.0040093,            0.040853,           0.0063347,           0.0063347,           0.0063347
                 144,            0.025959,           0.0045439,            0.033642,             0.69685,             0.47055,             0.46645,             0.37351,            0.019448,           0.0040391,            0.041022,            0.006293,            0.006293,            0.006293
                 145,            0.025816,           0.0044184,            0.036543,             0.54116,             0.59068,             0.49355,             0.38705,            0.020716,           0.0038823,            0.039701,           0.0062512,           0.0062512,           0.0062512
                 146,             0.02573,           0.0045048,            0.032813,              0.5751,             0.50169,             0.48417,             0.39232,            0.020023,           0.0038179,            0.039347,           0.0062093,           0.0062093,           0.0062093
                 147,            0.025187,           0.0046907,            0.034337,             0.64324,             0.46956,             0.46389,             0.38351,            0.018837,           0.0036735,            0.040387,           0.0061675,           0.0061675,           0.0061675
                 148,            0.024707,           0.0043759,            0.034602,             0.54718,              0.5545,              0.4711,             0.38204,             0.01956,           0.0036985,            0.040515,           0.0061256,           0.0061256,           0.0061256
